Longitude (x),Latitude (y),Station Name,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
-79.4,43.67,TORONTO CITY,2024-03-19,2024,3,19,2.1,-0.9,0.6,17.4,0,,,2,,,
-79.4,43.67,TORONTO CITY,2024-03-20,2024,3,20,2.5,-4.3,-0.9,18.9,0,,,0.9,,,
-79.4,43.67,TORONTO CITY,2024-03-21,2024,3,21,0.1,-5.6,-2.8,20.8,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-03-22,2024,3,22,-2.2,-5.6,-3.9,21.9,0,,,9.9,,,
-79.4,43.67,TORONTO CITY,2024-03-23,2024,3,23,2.9,-6.6,-1.9,19.9,0,,,0.1,10,,
-79.4,43.67,TORONTO CITY,2024-03-24,2024,3,24,0.5,-5.4,-2.4,20.4,0,,,0,2,,
-79.4,43.67,TORONTO CITY,2024-03-25,2024,3,25,7.7,0.2,4,14,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-03-26,2024,3,26,9,6.2,7.6,10.4,0,,,4.7,,,
-79.4,43.67,TORONTO CITY,2024-03-27,2024,3,27,10.7,3.6,7.2,10.8,0,,,0.4,,,
-79.4,43.67,TORONTO CITY,2024-03-28,2024,3,28,8.8,1.7,5.3,12.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-03-29,2024,3,29,8.3,0.5,4.4,13.6,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-03-30,2024,3,30,7.5,-0.9,3.3,14.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-03-31,2024,3,31,8.6,2,5.3,12.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-01,2024,4,1,11.8,3.1,7.4,10.6,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-02,2024,4,2,7.8,5.2,6.5,11.5,0,,,7.6,,,
-79.4,43.67,TORONTO CITY,2024-04-03,2024,4,3,6.1,1.4,3.7,14.3,0,,,56.6,,,
-79.4,43.67,TORONTO CITY,2024-04-04,2024,4,4,3.7,1.2,2.5,15.5,0,,,2.7,,,
-79.4,43.67,TORONTO CITY,2024-04-05,2024,4,5,6.9,1.2,4.1,13.9,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-06,2024,4,6,13.3,4.1,8.7,9.3,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-07,2024,4,7,14.4,5.5,10,8,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-08,2024,4,8,12.4,6.8,9.6,8.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-09,2024,4,9,17.4,5.9,11.7,6.3,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-10,2024,4,10,18.3,10.5,14.4,3.6,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-11,2024,4,11,14.4,8,11.2,6.8,0,,,26.5,,,
-79.4,43.67,TORONTO CITY,2024-04-12,2024,4,12,13.2,5.1,9.2,8.8,0,,,13.4,,,
-79.4,43.67,TORONTO CITY,2024-04-13,2024,4,13,12.3,4.4,8.3,9.7,0,,,1.2,,,
-79.4,43.67,TORONTO CITY,2024-04-14,2024,4,14,15.6,7.1,11.4,6.6,0,,,6.1,,,
-79.4,43.67,TORONTO CITY,2024-04-15,2024,4,15,17.7,6.8,12.3,5.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-16,2024,4,16,15.9,7.4,11.6,6.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-17,2024,4,17,11,5.1,8,10,0,,,18,,,
-79.4,43.67,TORONTO CITY,2024-04-18,2024,4,18,14.1,7.1,10.6,7.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-19,2024,4,19,15.7,6.7,11.2,6.8,0,,,1.4,,,
-79.4,43.67,TORONTO CITY,2024-04-20,2024,4,20,9.5,4,6.8,11.2,0,,,0.4,,,
-79.4,43.67,TORONTO CITY,2024-04-21,2024,4,21,10.7,4.4,7.6,10.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-22,2024,4,22,12.5,1.6,7.1,10.9,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-23,2024,4,23,15.2,8,11.6,6.4,0,,,1.2,,,
-79.4,43.67,TORONTO CITY,2024-04-24,2024,4,24,10.6,2.9,6.7,11.3,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-25,2024,4,25,7.9,1.2,4.5,13.5,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-26,2024,4,26,11.7,3.6,7.6,10.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-04-27,2024,4,27,15.1,7.8,11.4,6.6,0,,,3.8,,,
-79.4,43.67,TORONTO CITY,2024-04-28,2024,4,28,19.9,13.1,16.5,1.5,0,,,3.7,,,
-79.4,43.67,TORONTO CITY,2024-04-29,2024,4,29,14.3,8.3,11.3,6.7,0,,,8.9,,,
-79.4,43.67,TORONTO CITY,2024-04-30,2024,4,30,15.9,9,12.4,5.6,0,,,1.8,,,
-79.4,43.67,TORONTO CITY,2024-05-01,2024,5,1,16.6,8.4,12.5,5.5,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-05-02,2024,5,2,20.1,11,15.6,2.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-05-03,2024,5,3,16.1,11.7,13.9,4.1,0,,,2.4,,,
-79.4,43.67,TORONTO CITY,2024-05-04,2024,5,4,19.4,13.6,16.5,1.5,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-05-05,2024,5,5,19.1,10.5,14.8,3.2,0,,,2.7,,,
-79.4,43.67,TORONTO CITY,2024-05-06,2024,5,6,20.4,9.4,14.9,3.1,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-05-07,2024,5,7,20,8.7,14.3,3.7,0,,,6.9,,,
-79.4,43.67,TORONTO CITY,2024-05-08,2024,5,8,21.6,10.6,16.1,1.9,0,,,1.3,,,
-79.4,43.67,TORONTO CITY,2024-05-09,2024,5,9,16.6,9.3,12.9,5.1,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-05-10,2024,5,10,17.2,11.3,14.3,3.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-05-11,2024,5,11,14.9,9.9,12.4,5.6,0,,,1.9,,,
-79.4,43.67,TORONTO CITY,2024-05-12,2024,5,12,17.7,10.3,14,4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-05-13,2024,5,13,21.9,11.2,16.6,1.4,0,,,0.4,,,
-79.4,43.67,TORONTO CITY,2024-05-14,2024,5,14,21.9,14,17.9,0.1,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2024-05-15,2024,5,15,20.6,13.7,17.2,0.8,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-05-16,2024,5,16,20.7,13.8,17.2,0.8,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-05-17,2024,5,17,19.6,15.5,17.5,0.5,0,,,3.5,,,
-79.4,43.67,TORONTO CITY,2024-05-18,2024,5,18,20.7,14.8,17.8,0.2,0,,,0.3,,,
-79.4,43.67,TORONTO CITY,2024-05-19,2024,5,19,24.1,13.1,18.6,0,0.6,,,0,,,
-79.4,43.67,TORONTO CITY,2024-05-20,2024,5,20,27.6,15,21.3,0,3.3,,,0,,,
-79.4,43.67,TORONTO CITY,2024-05-21,2024,5,21,29.8,18.9,24.3,0,6.3,,,0,,,
-79.4,43.67,TORONTO CITY,2024-05-22,2024,5,22,28.2,18.2,23.2,0,5.2,,,0.3,,,
-79.4,43.67,TORONTO CITY,2024-05-23,2024,5,23,25.8,16.3,21,0,3,,,0,,,
-79.4,43.67,TORONTO CITY,2024-05-24,2024,5,24,27.3,14.5,20.9,0,2.9,,,0,,,
-79.4,43.67,TORONTO CITY,2024-05-25,2024,5,25,19.5,12.9,16.2,1.8,0,,,7.4,,,
-79.4,43.67,TORONTO CITY,2024-05-26,2024,5,26,21.8,12.9,17.3,0.7,0,,,3.3,,,
-79.4,43.67,TORONTO CITY,2024-05-27,2024,5,27,24.7,14.9,19.8,0,1.8,,,28.4,,,
-79.4,43.67,TORONTO CITY,2024-05-28,2024,5,28,19.8,14.1,16.9,1.1,0,,,2.9,,,
-79.4,43.67,TORONTO CITY,2024-05-29,2024,5,29,21,12.7,16.9,1.1,0,,,0.1,,,
-79.4,43.67,TORONTO CITY,2024-05-30,2024,5,30,20.3,9.7,15,3,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-05-31,2024,5,31,22.7,9.2,16,2,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-06-01,2024,6,1,24.3,11.8,18.1,0,0.1,,,0,,,
-79.4,43.67,TORONTO CITY,2024-06-02,2024,6,2,17.9,15.1,16.5,1.5,0,,,3,,,
-79.4,43.67,TORONTO CITY,2024-06-03,2024,6,3,23.2,15.9,19.5,0,1.5,,,0.2,,,
-79.4,43.67,TORONTO CITY,2024-06-04,2024,6,4,27,16.1,21.6,0,3.6,,,0,,,
-79.4,43.67,TORONTO CITY,2024-06-05,2024,6,5,25.9,18.8,22.4,0,4.4,,,1.5,,,
-79.4,43.67,TORONTO CITY,2024-06-06,2024,6,6,26.7,17.1,21.9,0,3.9,,,1.1,,,
-79.4,43.67,TORONTO CITY,2024-06-07,2024,6,7,20.1,13.7,16.9,1.1,0,,,6.5,,,
-79.4,43.67,TORONTO CITY,2024-06-08,2024,6,8,22.1,12.8,17.4,0.6,0,,,3.6,,,
-79.4,43.67,TORONTO CITY,2024-06-09,2024,6,9,18.9,12.1,15.5,2.5,0,,,0.9,,,
-79.4,43.67,TORONTO CITY,2024-06-10,2024,6,10,17.2,12.1,14.7,3.3,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-06-11,2024,6,11,17.3,11.3,14.3,3.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-06-12,2024,6,12,22.4,11.9,17.1,0.9,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-06-13,2024,6,13,28.2,16.5,22.3,0,4.3,,,1.8,,,
-79.4,43.67,TORONTO CITY,2024-06-14,2024,6,14,24.6,15.4,20,0,2,,,0,,,
-79.4,43.67,TORONTO CITY,2024-06-15,2024,6,15,22.9,14,18.4,0,0.4,,,0,,,
-79.4,43.67,TORONTO CITY,2024-06-16,2024,6,16,21.6,14.4,18,0,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-06-17,2024,6,17,28.6,16,22.3,0,4.3,,,0,,,
-79.4,43.67,TORONTO CITY,2024-06-18,2024,6,18,31.7,20.9,26.3,0,8.3,,,10,,,
-79.4,43.67,TORONTO CITY,2024-06-19,2024,6,19,33.1,22.7,27.9,0,9.9,,,0,,,
-79.4,43.67,TORONTO CITY,2024-06-20,2024,6,20,30.5,21.3,25.9,0,7.9,,,25.8,,,
-79.4,43.67,TORONTO CITY,2024-06-21,2024,6,21,24.7,20,22.4,0,4.4,,,2.4,,,
-79.4,43.67,TORONTO CITY,2024-06-22,2024,6,22,22.8,20.2,21.5,0,3.5,,,0.9,,,
-79.4,43.67,TORONTO CITY,2024-06-23,2024,6,23,28.1,18.7,23.4,0,5.4,,,0.4,,,
-79.4,43.67,TORONTO CITY,2024-06-24,2024,6,24,29.3,17.7,23.5,0,5.5,,,0,,,
-79.4,43.67,TORONTO CITY,2024-06-25,2024,6,25,26,17.6,21.8,0,3.8,,,0,,,
-79.4,43.67,TORONTO CITY,2024-06-26,2024,6,26,29.2,17,23.1,0,5.1,,,3.8,,,
-79.4,43.67,TORONTO CITY,2024-06-27,2024,6,27,22.7,14.6,18.7,0,0.7,,,0,,,
-79.4,43.67,TORONTO CITY,2024-06-28,2024,6,28,21.8,13.1,17.5,0.5,0,,,0.1,,,
-79.4,43.67,TORONTO CITY,2024-06-29,2024,6,29,27.5,18.2,22.8,0,4.8,,,17.9,,,
-79.4,43.67,TORONTO CITY,2024-06-30,2024,6,30,23.5,14,18.8,0,0.8,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-01,2024,7,1,23.9,11.8,17.9,0.1,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-02,2024,7,2,24,15.1,19.5,0,1.5,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-03,2024,7,3,28.2,19.7,24,0,6,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-04,2024,7,4,29.4,20.4,24.9,0,6.9,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-05,2024,7,5,28,20.4,24.2,0,6.2,,,1.2,,,
-79.4,43.67,TORONTO CITY,2024-07-06,2024,7,6,28.4,19.5,23.9,0,5.9,,,1.8,,,
-79.4,43.67,TORONTO CITY,2024-07-07,2024,7,7,28.4,18.2,23.3,0,5.3,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-08,2024,7,8,29.8,19.2,24.5,0,6.5,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-09,2024,7,9,28.9,21.3,25.1,0,7.1,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-10,2024,7,10,24.5,18.7,21.6,0,3.6,,,44.7,,,
-79.4,43.67,TORONTO CITY,2024-07-11,2024,7,11,25.9,18.9,22.4,0,4.4,,,1.4,,,
-79.4,43.67,TORONTO CITY,2024-07-12,2024,7,12,28.7,18.3,23.5,0,5.5,,,6.2,,,
-79.4,43.67,TORONTO CITY,2024-07-13,2024,7,13,28,18.5,23.3,0,5.3,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-14,2024,7,14,28.6,20.2,24.4,0,6.4,,,2.1,,,
-79.4,43.67,TORONTO CITY,2024-07-15,2024,7,15,25.1,20.8,22.9,0,4.9,,,29.9,,,
-79.4,43.67,TORONTO CITY,2024-07-16,2024,7,16,27.7,20.4,24.1,0,6.1,,,83.6,,,
-79.4,43.67,TORONTO CITY,2024-07-17,2024,7,17,27.5,18.5,23,0,5,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-18,2024,7,18,22.8,15.9,19.3,0,1.3,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-19,2024,7,19,24.5,13.8,19.1,0,1.1,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-20,2024,7,20,27.1,15.7,21.4,0,3.4,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-21,2024,7,21,28,19.2,23.6,0,5.6,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-22,2024,7,22,27.4,18.1,22.8,0,4.8,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-23,2024,7,23,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,2024-07-24,2024,7,24,26,18.1,22.1,0,4.1,,,25.3,,,
-79.4,43.67,TORONTO CITY,2024-07-25,2024,7,25,25.5,16.6,21,0,3,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-26,2024,7,26,26.1,16.4,21.2,0,3.2,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-27,2024,7,27,27.2,17.3,22.3,0,4.3,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-28,2024,7,28,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,2024-07-29,2024,7,29,28.7,19.9,24.3,0,6.3,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-30,2024,7,30,28.8,23.1,25.9,0,7.9,,,0,,,
-79.4,43.67,TORONTO CITY,2024-07-31,2024,7,31,32.3,22.9,27.6,0,9.6,,,2.8,,,
-79.4,43.67,TORONTO CITY,2024-08-01,2024,8,1,30.3,22.3,26.3,0,8.3,,,0.1,,,
-79.4,43.67,TORONTO CITY,2024-08-02,2024,8,2,27.7,24.2,26,0,8,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-03,2024,8,3,27.7,22.2,25,0,7,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-04,2024,8,4,30.2,19.6,24.9,0,6.9,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-05,2024,8,5,26,19.4,22.7,0,4.7,,,40.5,,,
-79.4,43.67,TORONTO CITY,2024-08-06,2024,8,6,21.4,17.3,19.4,0,1.4,,,1.3,,,
-79.4,43.67,TORONTO CITY,2024-08-07,2024,8,7,24.9,16.4,20.6,0,2.6,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-08,2024,8,8,25.4,18.9,22.1,0,4.1,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-09,2024,8,9,28.5,17.5,23,0,5,,,6.1,,,
-79.4,43.67,TORONTO CITY,2024-08-10,2024,8,10,24.4,17,20.7,0,2.7,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-11,2024,8,11,22.4,16.5,19.4,0,1.4,,,0.3,,,
-79.4,43.67,TORONTO CITY,2024-08-12,2024,8,12,24.3,15.9,20.1,0,2.1,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-13,2024,8,13,26,16.8,21.4,0,3.4,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-14,2024,8,14,27.3,17.3,22.3,0,4.3,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-15,2024,8,15,28,17.5,22.8,0,4.8,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-16,2024,8,16,25.6,19.2,22.4,0,4.4,,,3.8,,,
-79.4,43.67,TORONTO CITY,2024-08-17,2024,8,17,26.2,20.5,23.4,0,5.4,,,3.5,,,
-79.4,43.67,TORONTO CITY,2024-08-18,2024,8,18,27.3,17.6,22.4,0,4.4,,,1.5,,,
-79.4,43.67,TORONTO CITY,2024-08-19,2024,8,19,18.9,13.2,16,2,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-20,2024,8,20,20.8,12.2,16.5,1.5,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-21,2024,8,21,21.9,11.4,16.6,1.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-22,2024,8,22,24.5,12.3,18.4,0,0.4,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-23,2024,8,23,25.5,14.2,19.9,0,1.9,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-24,2024,8,24,25.8,15.4,20.6,0,2.6,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-25,2024,8,25,27.1,17.7,22.4,0,4.4,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-26,2024,8,26,29.1,18.4,23.8,0,5.8,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-27,2024,8,27,32.4,20.9,26.7,0,8.7,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-28,2024,8,28,25,17.6,21.3,0,3.3,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-29,2024,8,29,22,17.3,19.7,0,1.7,,,0,,,
-79.4,43.67,TORONTO CITY,2024-08-30,2024,8,30,27.3,17.1,22.2,0,4.2,,,3.3,,,
-79.4,43.67,TORONTO CITY,2024-08-31,2024,8,31,28.4,18.4,23.4,0,5.4,,,5.7,,,
-79.4,43.67,TORONTO CITY,2024-09-01,2024,9,1,26.1,15.5,20.8,0,2.8,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-02,2024,9,2,20.7,12.5,16.6,1.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-03,2024,9,3,22.4,11.6,17,1,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-04,2024,9,4,24.6,13.3,19,0,1,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-05,2024,9,5,24.9,16.6,20.7,0,2.7,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-06,2024,9,6,22.6,14.3,18.4,0,0.4,,,4.1,,,
-79.4,43.67,TORONTO CITY,2024-09-07,2024,9,7,16.6,8.8,12.7,5.3,0,,,3.2,,,
-79.4,43.67,TORONTO CITY,2024-09-08,2024,9,8,19.5,8.4,14,4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-09,2024,9,9,20.9,13.6,17.3,0.7,0,,,2.1,,,
-79.4,43.67,TORONTO CITY,2024-09-10,2024,9,10,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,2024-09-11,2024,9,11,23.5,13,18.3,0,0.3,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-12,2024,9,12,24.6,14.7,19.6,0,1.6,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-13,2024,9,13,24.6,16,20.3,0,2.3,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-14,2024,9,14,24.6,17.1,20.9,0,2.9,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-15,2024,9,15,27.9,18.4,23.1,0,5.1,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-16,2024,9,16,28.8,17.6,23.2,0,5.2,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-17,2024,9,17,25.7,17.3,21.5,0,3.5,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-18,2024,9,18,23.6,17,20.3,0,2.3,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-19,2024,9,19,25.5,17.3,21.4,0,3.4,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-20,2024,9,20,24.8,16.3,20.6,0,2.6,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-21,2024,9,21,24.1,18.4,21.3,0,3.3,,,8.6,,,
-79.4,43.67,TORONTO CITY,2024-09-22,2024,9,22,24.4,17.2,20.8,0,2.8,,,0.2,,,
-79.4,43.67,TORONTO CITY,2024-09-23,2024,9,23,21.9,16.8,19.3,0,1.3,,,19.9,,,
-79.4,43.67,TORONTO CITY,2024-09-24,2024,9,24,19.5,17.1,18.3,0,0.3,,,16,,,
-79.4,43.67,TORONTO CITY,2024-09-25,2024,9,25,22.9,17.2,20,0,2,,,3.4,,,
-79.4,43.67,TORONTO CITY,2024-09-26,2024,9,26,24.9,16.7,20.8,0,2.8,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-27,2024,9,27,22.7,14.6,18.7,0,0.7,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-28,2024,9,28,22.5,18.6,20.5,0,2.5,,,0.1,,,
-79.4,43.67,TORONTO CITY,2024-09-29,2024,9,29,22.8,17.3,20.1,0,2.1,,,0,,,
-79.4,43.67,TORONTO CITY,2024-09-30,2024,9,30,22.7,16.7,19.7,0,1.7,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-01,2024,10,1,21.7,12,16.9,1.1,0,,,5.4,,,
-79.4,43.67,TORONTO CITY,2024-10-02,2024,10,2,18.6,10.5,14.6,3.4,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2024-10-03,2024,10,3,21.9,10.6,16.2,1.8,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-04,2024,10,4,22,11.9,17,1,0,,,0.3,,,
-79.4,43.67,TORONTO CITY,2024-10-05,2024,10,5,19.6,9.3,14.4,3.6,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-06,2024,10,6,23.9,13.8,18.9,0,0.9,,,0.6,,,
-79.4,43.67,TORONTO CITY,2024-10-07,2024,10,7,16.9,9.7,13.3,4.7,0,,,1.3,,,
-79.4,43.67,TORONTO CITY,2024-10-08,2024,10,8,14.9,6.7,10.8,7.2,0,,,3,,,
-79.4,43.67,TORONTO CITY,2024-10-09,2024,10,9,14.6,5.9,10.2,7.8,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2024-10-10,2024,10,10,14.6,4.7,9.6,8.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-11,2024,10,11,22.3,5.9,14.1,3.9,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-12,2024,10,12,16.6,9.6,13.1,4.9,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-13,2024,10,13,12.9,8.9,10.9,7.1,0,,,0.3,,,
-79.4,43.67,TORONTO CITY,2024-10-14,2024,10,14,11.3,5.4,8.3,9.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-15,2024,10,15,11.5,3.3,7.4,10.6,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-16,2024,10,16,11.1,4,7.6,10.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-17,2024,10,17,13.9,3.3,8.6,9.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-18,2024,10,18,17.7,4.9,11.3,6.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-19,2024,10,19,18.1,6.7,12.4,5.6,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-20,2024,10,20,21.5,8.8,15.2,2.8,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-21,2024,10,21,23.1,12.6,17.9,0.1,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-22,2024,10,22,22.9,12.9,17.9,0.1,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-23,2024,10,23,22.4,8.9,15.7,2.3,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-24,2024,10,24,12.1,6.7,9.4,8.6,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-25,2024,10,25,12.9,6.3,9.6,8.4,0,,,0.1,,,
-79.4,43.67,TORONTO CITY,2024-10-26,2024,10,26,12.9,4,8.5,9.5,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-27,2024,10,27,12.9,1.8,7.4,10.6,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-28,2024,10,28,10.4,5.4,7.9,10.1,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-29,2024,10,29,15.9,6.6,11.3,6.7,0,,,9.9,,,
-79.4,43.67,TORONTO CITY,2024-10-30,2024,10,30,21.4,14.8,18.1,0,0.1,,,0,,,
-79.4,43.67,TORONTO CITY,2024-10-31,2024,10,31,21.5,15,18.3,0,0.3,,,0.3,,,
-79.4,43.67,TORONTO CITY,2024-11-01,2024,11,1,16.9,4.1,10.5,7.5,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2024-11-02,2024,11,2,8.6,1.9,5.3,12.7,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2024-11-03,2024,11,3,10.7,3.8,7.2,10.8,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-11-04,2024,11,4,16.8,10.2,13.5,4.5,0,,,0.1,,,
-79.4,43.67,TORONTO CITY,2024-11-05,2024,11,5,22.6,15.7,19.1,0,1.1,,,0,,,
-79.4,43.67,TORONTO CITY,2024-11-06,2024,11,6,20.9,12.5,16.7,1.3,0,,,0.5,1,,
-79.4,43.67,TORONTO CITY,2024-11-07,2024,11,7,14.3,8.9,11.6,6.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-11-08,2024,11,8,13.5,4.9,9.2,8.8,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-11-09,2024,11,9,9.3,2.5,5.9,12.1,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2024-11-10,2024,11,10,13.3,7.4,10.4,7.6,0,,,8.8,,,
-79.4,43.67,TORONTO CITY,2024-11-11,2024,11,11,12.8,4.5,8.6,9.4,0,,,2.2,0,,
-79.4,43.67,TORONTO CITY,2024-11-12,2024,11,12,7.9,1,4.5,13.5,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-11-13,2024,11,13,8.3,0.8,4.5,13.5,0,,,0,,,
-79.4,43.67,TORONTO CITY,2024-11-14,2024,11,14,9.7,6.2,8,10,0,,,1.6,0,,
-79.4,43.67,TORONTO CITY,2024-11-15,2024,11,15,8.9,6.5,7.7,10.3,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2024-11-16,2024,11,16,9.9,4,7,11,0,,,0,,,
